"Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000025932",2.97274600659473,-1.81716158981606,1.17366741587959,-1.54827642416418,0.121555758112855,0.19881277055776
"ENSMUSG00000025930",218.9213937643,-3.15056063901964,0.846178703090108,-3.72328046961511,0.000196650856522878,0.000651787860777249
"ENSMUSG00000032769",4.53185614613241,-2.97533872237906,1.00948475521595,-2.94738351124736,0.00320475471528446,0.00833060231206687
"ENSMUSG00000025925",1967.52836898164,-0.501631927846501,0.0801695189261361,-6.25714030177326,3.92100646520895e-10,3.02708893621406e-09
"ENSMUSG00000032719",42.1909603261199,0.0405259549201575,0.317384029174285,0.127687442325283,0.898396328312065,0.930780382007035
"ENSMUSG00000043716",46475.7185407819,0.0879329458688228,0.0771573601616593,1.13965726256817,0.25442911877587,0.364884244554567
"ENSMUSG00000025921",594.914291241466,0.0108761893187617,0.0637615066702082,0.170576102836093,0.864557089681418,0.907200986311357
"ENSMUSG00000025920",69.4391973613406,0.743594546120324,0.288447053457541,2.57792387617432,0.00993958919299541,0.0228355767490219
"ENSMUSG00000025939",986.161480398452,-0.253837755532679,0.058289253387626,-4.35479510853651,1.33191437713228e-05,5.43933865473784e-05
"ENSMUSG00000079658",2688.5113297107,-0.153575646137417,0.0688923078306235,-2.22921326013629,0.0257997186767117,0.0530147226619705
"ENSMUSG00000025940",1070.54493481262,0.0656714086943764,0.0609253948329624,1.07789877889878,0.281078930438768,0.393994314210255
"ENSMUSG00000025779",129.671011665621,0.142810531732109,0.248346893284992,0.575044567069439,0.565261156229627,0.671109165496956
"ENSMUSG00000042686",1.84241549014869,-1.92533738848758,1.4807587855526,-1.30023701852903,0.193519746622717,0.292451721250553
"ENSMUSG00000025777",1.10502118481281,0.537548653517149,2.55230623090174,0.210612914316019,0.833189334182757,NA
"ENSMUSG00000067780",3.1504807391083,-2.33654272061269,1.00745351839009,-2.31925610260064,0.020381154101215,0.0431344615301248
"ENSMUSG00000025929",6.93844475881492,-3.10533003772391,0.743040490796681,-4.17922048150351,2.92509995914083e-05,0.00011299793185694
"ENSMUSG00000041872",8.94535149803975,-0.838189063561919,0.571178616306171,-1.46747276531904,0.142247492680306,0.226730797814227
"ENSMUSG00000041859",10779.9915736692,0.206963938087436,0.0318592764795524,6.49619077885423,8.23791802750139e-11,6.89771942302728e-10
"ENSMUSG00000025931",238.809117813268,0.764372385840306,0.276422833588099,2.76522881962532,0.00568828789384739,0.0139305572721272
"ENSMUSG00000041809",12.6992918827578,0.431410923790726,0.570314880094802,0.756443394426275,0.449383398735934,0.566196168745067
"ENSMUSG00000041779",1033.60605385337,0.512692990645265,0.123187753078344,4.16188279949556,3.15634344726485e-05,0.00012100616619248
"ENSMUSG00000025933",65.5801813972003,0.3028549943768,0.194615096616702,1.55617421074625,0.119666672077417,0.196231577563781
"ENSMUSG00000025934",8.4668515573043,1.88411598003633,0.685568200416077,2.7482546286319,0.00599134604347082,0.0145597494818631
"ENSMUSG00000067750",9.1931077367701,4.30284348718399,1.03015271478324,4.17689865340926,2.95510609175253e-05,0.000113978672650794
"ENSMUSG00000041722",6.11850308276992,4.85872728778649,1.09465527526326,4.43859121458854,9.05496089312395e-06,3.81836004031594e-05
"ENSMUSG00000085079",1.80406871473433,3.42668818342194,2.08705100204782,1.64188042365025,0.100614787627489,0.169976822238855
"ENSMUSG00000028033",402.503734655367,1.39620947216641,0.120133302486548,11.6221684018281,3.17962087238357e-31,1.09958258799073e-29
"ENSMUSG00000026158",364.898814840067,-0.224089733330974,0.0943906464440818,-2.37406715361069,0.0175933504151654,0.0378531930026292
"ENSMUSG00000026156",461.557243963594,-0.295281929956273,0.131918123045306,-2.23837273560101,0.0251967584665666,0.0519612390051851
"ENSMUSG00000026155",3070.90900936935,0.00394606560530094,0.128833586815118,0.0306291682382773,0.97556528016773,0.983967039581004
"ENSMUSG00000026154",261.351417552074,-0.00584242096199034,0.115067393195596,-0.0507739056194589,0.959505684348346,0.972995420822414
"ENSMUSG00000026153",115.417047115517,-2.23603613819236,0.455613420881309,-4.90774862133586,9.21278304513728e-07,4.56032760734295e-06
"ENSMUSG00000073725",2085.85531320419,0.0206288906998382,0.0708238516301878,0.291270387376749,0.770844533504534,0.840525227806404
"ENSMUSG00000048874",10058.7547592347,-0.208659091508266,0.0638730102450193,-3.26678029903149,0.00108778062909112,0.00312946119446215
"ENSMUSG00000026064",3700.87300067368,-0.199130721596534,0.0976615657168533,-2.03898760105758,0.0414512650259886,0.079850224004661
"ENSMUSG00000026058",11.3098133781012,-2.13597721747984,0.496776315274708,-4.29967603487432,1.71047964602558e-05,6.87961635643905e-05
"ENSMUSG00000091318",1.12322517850002,0.668940103658819,1.98125317079701,0.337634843198621,0.735638381471263,NA
"ENSMUSG00000026134",1677.40857223374,0.104120750520846,0.0639420305092157,1.62836165338602,0.103448223589286,0.173852240397971
"ENSMUSG00000004768",599.84853193258,-0.242373799370413,0.0978677476143282,-2.47654416576078,0.0132661210575027,0.029472269823701
"ENSMUSG00000042215",212.888404293509,0.798466350100936,0.132129730123685,6.0430483688531,1.51229292160445e-09,1.09131495395629e-08
"ENSMUSG00000042197",4129.23341305881,-0.174763706575614,0.04408361464014,-3.96436880238228,7.35904062126766e-05,0.00026301884919854
"ENSMUSG00000042182",42.0207925393191,-1.39402301058979,0.438046466549413,-3.18236332681967,0.00146078441946154,0.00408690461795049
"ENSMUSG00000026131",1533.25525900639,-0.950428287219147,0.173159971529115,-5.48872974987376,4.04834456009916e-08,2.41894576141309e-07
"ENSMUSG00000042111",1541.85325534292,-0.110447313480615,0.0768410349940205,-1.43734807175892,0.150619115947827,0.237747785458706
"ENSMUSG00000026127",4444.94562153283,-0.0666108548803647,0.047482121869693,-1.40286179845053,0.16065805443718,0.251113622355848
"ENSMUSG00000026126",5413.38084833961,-0.00646421278700782,0.097982051437264,-0.0659734379122152,0.947398972845267,0.964463488251042
"ENSMUSG00000026125",5.78575961301036,-0.223648146223223,0.620582461124726,-0.360384252268247,0.718559801448517,0.800448978351043
"ENSMUSG00000026124",0.763373187070127,2.91059494182375,3.0434456228043,0.956348593848659,0.338896146906872,NA
"ENSMUSG00000037509",1255.51623174191,0.591927830790982,0.0873636796442493,6.77544527887735,1.24023679136281e-11,1.14617856490375e-10
"ENSMUSG00000037503",14407.0202058476,0.159096400961489,0.0355926026010168,4.46992884293727,7.82456245487276e-06,3.33104686632821e-05
"ENSMUSG00000026123",6938.59467948239,-0.105108015283924,0.0464585375253952,-2.26240473511398,0.0236724086494075,0.0491725142365023
"ENSMUSG00000045216",1641.71565845509,0.267739964651135,0.111975220330624,2.39106441461415,0.0167996051565633,0.0363779298508169
"ENSMUSG00000037470",12181.6489893742,-0.0686583609200047,0.061492820221824,-1.11652646068813,0.264196850226789,0.375261598873328
"ENSMUSG00000047180",7554.44292683721,0.055737181511823,0.0390308397216122,1.42802926889016,0.153283434216673,0.241249395062338
"ENSMUSG00000037447",14665.5406142083,-0.747491071281605,0.0548407108886299,-13.6302221318685,2.64773162263479e-42,1.55446476310268e-40
"ENSMUSG00000010453",5799.50103654389,0.0228021465960539,0.0408457019345401,0.558250819941764,0.576673122610444,0.681453252315524
"ENSMUSG00000037432",143.824152035403,-0.253733421770596,0.211825781659191,-1.19784012967237,0.230979261188938,0.337804660541551
"ENSMUSG00000001143",1173.21340623316,-0.116687847855259,0.16527883583824,-0.706005988385969,0.480184413406522,0.59529819200103
"ENSMUSG00000037408",1228.57910856958,-0.1002571864869,0.0537188376226976,-1.86633201542952,0.0619949282282973,0.112797258603486
"ENSMUSG00000001138",1674.33335177092,0.331533741213882,0.0776291497270788,4.27073776254741,1.94827389328621e-05,7.75367962732692e-05
"ENSMUSG00000067653",183.981771545344,0.0392881864064755,0.149972008057182,0.261970129729112,0.793344471188296,0.857729386515997
"ENSMUSG00000079610",794.487449375562,0.139237325080003,0.117236154131362,1.18766541014292,0.234965256524978,0.342377945222111
"ENSMUSG00000026121",286.265342642946,1.02543992026997,0.169659387454237,6.04410952825444,1.50237428986164e-09,1.0846741357738e-08
"ENSMUSG00000046337",2.43637917455439,1.06436484985473,1.28078135474508,0.831027751857444,0.405957951970191,0.523991912952065
"ENSMUSG00000061518",5306.1039864985,-0.0754090632908839,0.0674216354457608,-1.11846980264293,0.263366396611065,0.374433152756505
"ENSMUSG00000037351",5123.76653573813,-0.0922872364967178,0.0285104602140113,-3.23696060337054,0.00120810088886062,0.0034416219980387
"ENSMUSG00000102416",2.61174558452918,-0.909553686309924,1.0662415778993,-0.853046537635419,0.393633497206842,0.511835057274619
"ENSMUSG00000026117",16616.1921989709,0.0305025070288568,0.0512032505217248,0.595714270442949,0.551366123246219,0.659419081627357
"ENSMUSG00000026116",7192.48000294253,0.269308763149804,0.0719643527131628,3.74225228180986,0.00018237828269584,0.000608476618500856
"ENSMUSG00000050122",31.331349544624,0.232645615640543,0.713454650642177,0.326083256211365,0.744361364887613,0.819752801287721
"ENSMUSG00000026113",3820.34461733718,0.01995028549679,0.0935370237905916,0.213287580556916,0.831102659972075,0.883388161380282
"ENSMUSG00000026112",6744.27191603266,0.0830008171090805,0.0276753089978843,2.99909269722791,0.00270784907366145,0.0071618281681072
"ENSMUSG00000026111",1240.18072343633,-0.0398218539030259,0.0519944760441435,-0.765886242785042,0.443743992336665,0.560583006832649
"ENSMUSG00000026110",1595.89162416615,-0.667189836970906,0.164406457946841,-4.05817292886776,4.94581399631065e-05,0.000182762245918803
"ENSMUSG00000026090",230.805914250185,-0.00886509496764797,0.103847778365867,-0.0853662457411006,0.931970227173937,0.953735499669877
"ENSMUSG00000060771",159.326063422879,-1.15957273846808,0.134900888070529,-8.59573836060909,8.27311058503187e-18,1.2892263995008e-16
"ENSMUSG00000037216",92.2141521973948,0.243085418824776,0.220965878913578,1.10010387133051,0.27128686728729,0.38292630498561
"ENSMUSG00000026088",1997.76097533935,-0.0766215515410933,0.0661683426057513,-1.1579790051207,0.246872604268831,0.356063543787848
"ENSMUSG00000026087",2005.71669730824,-0.0553089517139036,0.0515161465375346,-1.07362361960838,0.282991407037744,0.395905684160036
"ENSMUSG00000058407",3821.80584546991,-0.373453084444126,0.0522875801082176,-7.14229045733623,9.17883805233276e-13,9.54233767870173e-12
"ENSMUSG00000026083",9316.11369989612,-0.103037583949276,0.0996907535776524,-1.03357212430957,0.301336236683022,0.41622651623543
"ENSMUSG00000026082",914.62578686768,0.389192539195903,0.078331586305595,4.96852620445533,6.74636845933871e-07,3.40510639965356e-06
"ENSMUSG00000037138",5217.64711961969,1.40711468635399,0.0864760018952749,16.2717361523958,1.56652367766402e-59,1.67099536236458e-57
"ENSMUSG00000026080",1954.54938765695,-0.952935513223017,0.162670077272916,-5.85808729668367,4.68228520603317e-09,3.17043245488531e-08
"ENSMUSG00000026078",2196.16368443098,-0.0914605702858967,0.0623303546806591,-1.46735199493862,0.142280326207426,0.226738496113856
"ENSMUSG00000026077",118.237265721915,2.97153909437681,0.320416117792763,9.27400005607309,1.79292844079986e-20,3.40746387613494e-19
"ENSMUSG00000073702",9419.01565240346,0.522368014219406,0.124883864326888,4.18283032027331,2.87902270302369e-05,0.000111359951181562
"ENSMUSG00000003134",857.178019372643,-0.429206693742226,0.43675270704782,-0.982722457848973,0.32574405456018,0.441881174496063
"ENSMUSG00000003135",3155.23419196169,-0.0181166146997117,0.0731655153068045,-0.247611386644971,0.804435099773357,0.865457664341718
"ENSMUSG00000048234",1900.32805692315,0.270626773888857,0.0820950000622376,3.29650738392947,0.000978950412523687,0.00284009996140515
"ENSMUSG00000050967",2.26395867481769,2.85204817406237,1.42406117072505,2.00275678650115,0.0452034002792162,0.0861903202453786
"ENSMUSG00000026074",16858.292937254,0.239093844109602,0.0691236743839567,3.45892845310165,0.000542328945990413,0.0016472140655538
"ENSMUSG00000026073",870.487144972092,-1.78670141336422,0.711963527187183,-2.50954065080145,0.0120888300636821,0.0271514693022824
"ENSMUSG00000026072",255.646855681578,1.56017179582282,0.181387291912304,8.60132911944635,7.8798159280351e-18,1.23046981300977e-16
"ENSMUSG00000070942",858.187366264229,0.781271443514637,0.0963017283873336,8.11274581046249,4.94885252741565e-16,6.79603528855528e-15
"ENSMUSG00000026069",338.194084560611,0.114529270916481,0.19340703427841,0.592167039548397,0.553738738493423,0.661577588890983
"ENSMUSG00000026070",12589.5420502596,-1.81520807070141,0.237017208207443,-7.65854970797183,1.88044458157992e-14,2.24807372353521e-13
"ENSMUSG00000026068",14488.7294732495,-1.93737753784497,0.296664563810837,-6.53053237285293,6.55363200378224e-11,5.57371498940425e-10
"ENSMUSG00000026065",1.00996406312876,0.457610577947881,2.2334363349643,0.204890809191208,0.837657436095557,NA
"ENSMUSG00000026062",4.55363180713298,-0.462353331691472,0.837287053453082,-0.55220408554589,0.580808535552026,0.685004040178038
"ENSMUSG00000041945",54.0359680051916,-0.146114088717265,0.230502195268991,-0.633894564634205,0.526149633014822,0.637261193928955
"ENSMUSG00000060679",2825.63561431154,0.188633856903246,0.0527984683602532,3.57271456467571,0.000353299792461328,0.00111256381630182
"ENSMUSG00000041907",66.4591913303801,-0.209151693140929,0.303542909806531,-0.689035014108009,0.490801233555952,0.605289552570591
"ENSMUSG00000070939",3185.68306374144,0.0105702338717801,0.0521328919579286,0.202755563230797,0.839326091848015,0.888977855620018
"ENSMUSG00000010290",1129.46057532019,0.0873449724898218,0.0582242317678092,1.50014813141962,0.133576035549908,0.215104849082974
"ENSMUSG00000008136",954.155809507759,-0.842784533306234,0.0799686843935137,-10.5389320794503,5.71440936274645e-26,1.48721922023231e-24
"ENSMUSG00000066877",2183.07510620328,-0.240005840966451,0.0659437682051038,-3.63955302372113,0.000273111697699721,0.000881112435582039
"ENSMUSG00000026051",2.37709428726935,0.913529973113023,1.63994507055157,0.557049128972212,0.577493862997606,0.682210227953887
"ENSMUSG00000057363",738.220561664509,0.0342941719069408,0.0780028254439663,0.439652944771548,0.66018848811781,0.753343003579966
"ENSMUSG00000041763",10180.6975195695,-0.469169002854313,0.0986856179175919,-4.7541780935708,1.9925533940274e-06,9.36432089957587e-06
"ENSMUSG00000047343",17.07662931709,-1.09877741088746,0.403132056714001,-2.72560167961779,0.00641844036550567,0.0154538413950587
"ENSMUSG00000091844",53.9542173991603,-1.18799651727607,0.239304120466083,-4.96437969794361,6.8920990968752e-07,3.47518725101094e-06
"ENSMUSG00000026049",1234.3266615952,-0.163818244084577,0.135606532079411,-1.20804095180787,0.227031510653638,0.332866740090084
"ENSMUSG00000026047",518.022034200913,0.0228408506744128,0.0866628360024596,0.26355992635372,0.79211904104673,0.856893809079762
"ENSMUSG00000041684",599.384627878293,-0.068230088278241,0.0667348865646875,-1.02240509860018,0.3065892083714,0.421622425923272
"ENSMUSG00000026048",2115.48702631213,-0.22149282987528,0.0481538452847567,-4.59969143825352,4.23117200642146e-06,1.88443288389491e-05
"ENSMUSG00000026042",5.11837840988075,-4.76956990275768,1.40514536458674,-3.39436048608425,0.000687890791423097,0.00204986854567886
"ENSMUSG00000025995",2475.48748093445,0.20790473165104,0.0398651097097689,5.21520530520684,1.83613754896368e-07,1.00368009578322e-06
"ENSMUSG00000098549",17.5075963829914,0.073574298722513,0.327980759553087,0.22432504523365,0.822504389469639,0.877357323049058
"ENSMUSG00000025993",76.0834903197773,-0.94344809114194,0.22365462336784,-4.21832590328469,2.46122901397578e-05,9.64060922541795e-05
"ENSMUSG00000041144",8.02487518816162,1.43486108988986,0.70740663207724,2.02833988943037,0.0425255704595089,0.0816497421409788
"ENSMUSG00000101337",7.26323313993277,-0.401361380846688,0.728828140617753,-0.55069413278485,0.581843367337612,0.685690615814425
"ENSMUSG00000025986",1360.02348903325,-0.293836396107523,0.0554274285734917,-5.30128139929716,1.14992681723639e-07,6.4630580707531e-07
"ENSMUSG00000026107",7193.55680536311,-1.13913638594452,0.163161961648927,-6.98162963004564,2.91775505028812e-12,2.89804824568618e-11
"ENSMUSG00000018417",111.133722393189,1.62873167964796,0.494537161690276,3.29344649061584,0.000989671773148844,0.00286900638237044
"ENSMUSG00000062939",11962.0652130995,-0.0990792807806702,0.0390539984655738,-2.53698173486663,0.0111812787698359,0.0253765102677112
"ENSMUSG00000026104",34970.3571051042,0.323860355813396,0.0733597227586289,4.41468892785997,1.01155340799863e-05,4.22559279397553e-05
"ENSMUSG00000026103",13324.1845163103,-0.200906924867405,0.0784757194244289,-2.56011574460143,0.0104637307049716,0.0239278835601653
"ENSMUSG00000002881",7318.56040237989,-0.323140828089499,0.0669018512704021,-4.83007303913665,1.36482976450651e-06,6.58378230668158e-06
"ENSMUSG00000043015",3539.85936305212,-0.0863122766576396,0.0763992791864076,-1.12975249998164,0.258580528419738,0.369362435304958
"ENSMUSG00000041439",3301.52971336321,-0.357329802815692,0.0548272834110052,-6.51737201963879,7.15498205664095e-11,6.04442349202122e-10
"ENSMUSG00000026102",6790.96898343252,-0.30238142741449,0.10319119439623,-2.93030262110752,0.003386320452978,0.0087544966549339
"ENSMUSG00000041426",1107.37168822624,0.185284267756574,0.0765952284792742,2.4190053536652,0.0155630111558634,0.0339428264906931
"ENSMUSG00000043629",357.228136548461,-0.207909659913072,0.36346077050843,-0.572027786168604,0.567303150381766,0.672847922545815
"ENSMUSG00000026100",3.81638901290802,-1.28374560519895,1.50944874574438,-0.850473133863102,0.395062091016202,0.513252036420141
"ENSMUSG00000060715",2.77619617437088,-0.99285036342483,1.49687772717405,-0.663280871510615,0.507150685162535,0.619950885978284
"ENSMUSG00000026098",1228.0058480708,-0.00332854858734877,0.0832276827783135,-0.0399932868035596,0.968098478367479,0.979021742010429
"ENSMUSG00000026097",1612.98954833083,-0.142880456737208,0.100709522182091,-1.41873830439656,0.155975325440296,0.244875440966435
"ENSMUSG00000026096",475.395502314028,0.112192320274791,0.0976770007543164,1.1486052950887,0.25071877266077,0.360580825056274
"ENSMUSG00000099913",8.39466359703468,-0.205253366778062,0.746801701766502,-0.274843196383391,0.78343670964652,0.850028142275564
"ENSMUSG00000026095",625.32384990941,-0.103132720022926,0.0878527634816594,-1.17392687418941,0.240424317055393,0.3486221645068
"ENSMUSG00000096141",73.0399745660069,1.85405424052818,0.360830265916467,5.13830023603783,2.77234693969193e-07,1.47809711705433e-06
"ENSMUSG00000026094",44386.4542537773,-0.499987591531417,0.0586817732954085,-8.52032178738774,1.5911062227823e-17,2.43932044093962e-16
"ENSMUSG00000042807",21.499732962321,0.643553525255386,0.386760856417131,1.66395723501372,0.0961209758412355,0.163424000568772
"ENSMUSG00000025983",10.7576015924304,0.413982622046308,0.462801029386825,0.894515344088155,0.371046223758646,0.488631294668076
"ENSMUSG00000041303",1254.61099781965,-0.0862552278658069,0.0682126630021155,-1.26450462523552,0.206048961650668,0.307975490637722
"ENSMUSG00000073678",1758.1533006043,-0.00315869748022489,0.0615986791764294,-0.0512786560110782,0.959103475760551,0.972913229798089
"ENSMUSG00000052331",23852.8288209613,-0.636973599066103,0.0574280710746514,-11.0916767209209,1.37682556091004e-28,4.12149738559375e-27
"ENSMUSG00000025982",57139.2012375982,-0.180348531364666,0.0752447279242537,-2.39682614768994,0.016537768260331,0.0358570821413161
"ENSMUSG00000025981",3689.86753244131,-0.317889579088137,0.0829602807776987,-3.83182863061852,0.000127194327818196,0.000435688033347401
"ENSMUSG00000025980",10269.0295689325,0.0545923205180586,0.0588765995363129,0.927232906587754,0.353805620996079,0.470798009419978
"ENSMUSG00000073676",4167.43697357756,0.180671794195883,0.0953541851829894,1.89474425112191,0.0581262921620482,0.106771640477631
"ENSMUSG00000025979",2258.13146209076,-0.39370271508022,0.110566615663513,-3.56077386214276,0.000369763433307877,0.00116054843023506
"ENSMUSG00000025978",201.462112230757,0.276035926429523,0.0949414446969342,2.90743339024034,0.00364407942859707,0.00934273376861202
"ENSMUSG00000046994",1177.36142047625,-0.354871188265629,0.0694662863059261,-5.10853835920916,3.2466049923166e-07,1.71825037800907e-06
"ENSMUSG00000025977",59.7382430586387,0.161698065530921,0.364676890250146,0.443400911475377,0.657475776741322,0.751618886401801
"ENSMUSG00000038349",498.847263484479,1.12279424979662,0.085843370849026,13.0795685058931,4.30879135845479e-39,2.20490752386874e-37
"ENSMUSG00000038331",4.66131006343373,0.626076157179929,0.901565880754538,0.694431955051309,0.487411359704727,0.602236713063668
"ENSMUSG00000038323",606.11433326467,0.0375774746527043,0.104160916288896,0.360763672129009,0.718276121898816,0.800215388231933
"ENSMUSG00000048495",573.357866008895,-0.367607828988743,0.122441064663549,-3.00232466941444,0.00267926260037429,0.00709489346291422
"ENSMUSG00000025971",573.064551242271,-0.00300123550218918,0.0799533843967974,-0.0375373165855553,0.970056586769245,0.980216619065627
"ENSMUSG00000038305",29.9956156969135,-0.824372432035791,0.303062684038606,-2.72013835900291,0.00652546061972015,0.0156666907603267
"ENSMUSG00000054770",2553.86372171444,-0.233807249194579,0.0672522789398978,-3.47656990781723,0.000507871806589829,0.00155189313181685
"ENSMUSG00000026039",509.218155403149,-0.314052280262074,0.113894334178896,-2.75740037927423,0.00582629635357458,0.0142042348088837
"ENSMUSG00000064294",0.822948026004345,-1.45034201705432,2.32368977079962,-0.62415475390901,0.532525958141163,NA
"ENSMUSG00000079554",5.85386603839706,-1.3496796481481,0.831101527769347,-1.62396482625968,0.104383315647838,0.175268161192529
"ENSMUSG00000051223",17907.4711446503,-0.113810903427862,0.0630932177803875,-1.80385321008686,0.071254321705166,0.126870719509598
"ENSMUSG00000026034",33301.0828869652,-0.259654411591137,0.0505121991415235,-5.1404297576442,2.74110785043799e-07,1.46350231267481e-06
"ENSMUSG00000026035",1221.85023495525,0.267666198782712,0.0571877677944092,4.68047991914942,2.86204145127873e-06,1.30931265063482e-05
"ENSMUSG00000026036",1407.77052129114,-0.20775757083802,0.0624745931382203,-3.32547297072222,0.000882686582384175,0.00258158981721821
"ENSMUSG00000026037",1802.04872926564,0.104428291065319,0.0606946298937272,1.72055239892173,0.0853320775361493,0.147869234462882
"ENSMUSG00000038174",971.152093272317,0.00614518691771414,0.0646757175834607,0.0950153650755261,0.924302622570655,0.948112190171063
"ENSMUSG00000026032",1789.95601311712,0.00525434005011625,0.0673693390183445,0.0779930473814729,0.93783358353292,0.957515271726494
"ENSMUSG00000047528",566.649484960611,-0.115983669070924,0.117700689360648,-0.985411977626888,0.324421748602954,0.440521400814787
"ENSMUSG00000026031",9305.88633012757,-0.385659055008338,0.0502797336443486,-7.67026845719349,1.71636737344977e-14,2.06331877822569e-13
"ENSMUSG00000026029",6966.50961982392,-0.244841668809481,0.0408879552586134,-5.98811232454337,2.12290439450898e-09,1.50753084217663e-08
"ENSMUSG00000026028",5472.49872850379,-0.341835065913055,0.0527537167370213,-6.47982904440861,9.18266018552488e-11,7.65912741355426e-10
"ENSMUSG00000026027",687.516327056689,0.191235668619425,0.0617095796803972,3.0989624238224,0.00194199648669119,0.0053077265939934
"ENSMUSG00000038079",344.803671431977,-0.216881661418173,0.121298500694052,-1.78799952330168,0.0737760847365865,0.130562724092192
"ENSMUSG00000079550",27.1220559941773,1.01243126342546,0.368793008080984,2.74525612265169,0.00604636886243001,0.0146793314888968
"ENSMUSG00000026024",1970.8286032966,0.197041820109201,0.104510633015556,1.8853758170221,0.0593791165988886,0.108698587857057
"ENSMUSG00000041075",30.296078087074,0.6618253990704,0.348661145365146,1.89819085914286,0.0576709445167609,0.106115378595162
"ENSMUSG00000047361",3.17040484591534,0.880552715390926,0.912015834255418,0.965501565123396,0.334293652440837,0.450974880078496
"ENSMUSG00000026021",5512.93930358488,-0.0148456255128275,0.0793026816077298,-0.187202061920949,0.851502208239563,0.897793675915681
"ENSMUSG00000026020",6779.20265507379,0.219072643985384,0.0568206564092023,3.85551061585245,0.000115488318569159,0.000399019516735185
"ENSMUSG00000067336",508.902671137186,0.205737762771866,0.149341162086784,1.37763601070888,0.168315696902729,0.261109981665878
"ENSMUSG00000041040",4369.65160598704,-0.329159698853288,0.0898463809091269,-3.66358327984529,0.000248711301104094,0.000810331270773007
"ENSMUSG00000026018",314.891577204668,-0.391800003719945,0.149559163678102,-2.61969908151681,0.00880073871360246,0.020505274464688
"ENSMUSG00000026019",1428.90015323943,0.0884422392101671,0.110707172954401,0.798884452108587,0.4243574151248,0.542196690585857
